ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	GeneID
24393	Nae1_01	Nae1	Nae1	"XM_006530884.3,NM_144931.3"	GRCm38.p6	chr8:104519624-104519665	False		0	234664
23436	Mapkapk2_01	Mapkapk2	Mapkapk2	"XM_030251925.1,NM_008551.2"	GRCm38.p6	chr1:131097294-131097329	False		0	17164
22554	Klhl20_01	Klhl20	Klhl20	"NM_001039482.1,XR_373601.4"	GRCm38.p6	chr1:161109576-161109611	False		0	226541
28422	Rnf112_01	Rnf112	Rnf112	"XM_006533184.2,XM_006533178.2,XM_006533185.2,XM_006533181.2,XM_006533182.4,XM_017314504.1,NM_009548.3,NM_001291024.1,NM_001359130.1,XM_006533183.2,XM_030245933.1,XR_003949415.1,XM_006533180.2,XM_017314505.1"	GRCm38.p6	chr11:61452418-61452453	False		0	22671
31913	Trp53inp2_01	Trp53inp2	Trp53inp2	"XM_006500113.4,NM_178111.3,XM_017319242.2,XM_006500114.4,XM_030252040.1,XM_030252039.1"	GRCm38.p6	chr2:155386035-155386069	False		0	68728
30742	Tagln_01	Tagln	Tagln	NM_011526.5	GRCm38.p6	chr9:45931648-45931682	False		0	21345
18688	Eef2_01	Eef2	Eef2	NM_007907.2	GRCm38.p6	chr10:81177704-81177739	False		0	13629
25708	Olfr437_01	Olfr437	Olfr437	NM_146296.1	GRCm38.p6	chr6:43167492-43167535	False		0	258293
26294	Palld_01	Palld	Palld	"XM_006509503.3,XM_011242242.3,NM_001293774.2,XM_006509505.4,XM_006509508.4,NM_001293773.2,NM_001293772.2,XM_006509504.4,NM_001081390.2,XM_006509507.3"	GRCm38.p6	chr8:61538696-61538731	False		0	72333
16179	Golm2_01	Golm2	Golm2	"NM_199038.3,NM_001205371.1,NM_177054.5,NM_001205370.1,NM_001205369.1"	GRCm38.p6	chr2:121911925-121911966	False		0	319996
20820	Gnb2_01	Gnb2	Gnb2	"XM_006504553.4,NM_010312.5"	GRCm38.p6	chr5:137529024-137529069	False		0	14693
26924	Pla2g7_01	Pla2g7	Pla2g7	"XM_006524367.4,XM_006524365.4,XM_006524366.4,NM_013737.5"	GRCm38.p6	chr17:43594808-43594847	False		0	27226
28495	Rnf40_01	Rnf40	Rnf40	"NM_172281.2,XM_006507749.3,NM_001360883.1,XM_006507750.3"	GRCm38.p6	chr7:127589073-127589110	False		0	233900
15366	Atad3a_01	Atad3a	Atad3a	"XR_003954864.1,XR_003954863.1,XR_003954865.1,NM_179203.3"	GRCm38.p6	chr4:155753589-155753630	False		0	108888
21457	Hif1a_01	Hif1a	Hif1a	"XM_017314961.2,NM_001313920.1,NM_010431.2,XM_006515478.4,NM_001313919.1"	GRCm38.p6	chr12:73928057-73928092	False		0	15251
15378	Atf7_01	Atf7	Atf7	"NM_001310066.1,NM_001310070.1,NM_001310067.1"	GRCm38.p6	chr15:102547205-102547240	False		0	223922
19450	Fbxo21_01	Fbxo21	Fbxo21	"NM_001346588.1,NM_145564.4"	GRCm38.p6	chr5:117979771-117979810	False		0	231670
16212	Cav1_01	Cav1	Cav1	"XM_006504974.1,NM_007616.4,XM_006504976.1,NM_001243064.1,XM_006504975.1"	GRCm38.p6	chr6:17339326-17339375	False		0	12389
31318	Tmem11_01	Tmem11	Tmem11	"NM_173453.3,NM_001168507.1"	GRCm38.p6	chr11:60865202-60865237	False		0	216821
29894	Smim22_01	Smim22	Smim22	"NR_045596.1,NM_001253803.1,NM_001253802.1,NM_001253797.1,NM_001253796.1,NR_045595.1"	GRCm38.p6	chr16:5008015-5008049	False		0	432995
28995	Sdhc_01	Sdhc	Sdhc	"XM_006496955.3,NM_025321.3,XM_030241961.1"	GRCm38.p6	chr1:171138717-171138755	False		0	66052
17294	Cog4_01	Cog4	Cog4	"XR_003947213.1,NM_133973.2,XR_387727.3,NM_001310607.1"	GRCm38.p6	chr8:110851363-110851398	False		0	102339
24559	Nebl_01	Nebl	Nebl	"XM_030252125.1,XR_003953725.1,XM_030252124.1,XM_011238990.3,XM_006497557.4,XM_006497556.4,NR_156125.1,NM_028757.3,NM_001362722.1"	GRCm38.p6	chr2:17350726-17350760	False		0	74103
23452	Marchf7_01	Marchf7	Marchf7	NM_020575.2	GRCm38.p6	chr2:60234001-60234036	False		0	57438
31746	Tra2b_01	Tra2b	Tra2b	"NM_001330555.1,NM_009186.5,NM_001330554.1,XM_017316896.2"	GRCm38.p6	chr16:22254509-22254548	False		0	20462
17424	Cox7a2_01	Cox7a2	Cox7a2	"XM_030244035.1,NM_009945.3"	GRCm38.p6	chr9:79758543-79758577	False		0	12866
15504	Atxn10_01	Atxn10	Atxn10	NM_016843.4	GRCm38.p6	chr15:85387036-85387073	False		0	54138
18974	Eps15l1_01	Eps15l1	Eps15l1	"XR_379031.4,XR_001778398.2,XM_017312559.2,XR_379030.4,XR_001778399.2,XM_006509544.4,NM_001289859.1,XM_006509545.4,NM_007944.3,XR_379032.4,XR_003947228.1,XR_003947229.1,XM_006509548.4,XR_003947231.1,XR_003947230.1,NM_001122832.1,XM_017312560.2,XM_006509546.4,XM_006509547.4,XR_001778400.2,XR_379029.4,XR_001778401.2,XM_006509550.3"	GRCm38.p6	chr8:72382733-72382772	False		0	13859
16622	Cdca3_01	Cdca3	Cdca3	"NM_013538.5,XM_006505564.4"	GRCm38.p6	chr6:124832173-124832208	False		0	14793
22427	Kdm3b_01	Kdm3b	Kdm3b	NM_001081256.1	GRCm38.p6	chr18:34808295-34808336	False		0	277250
32420	Usp30_01	Usp30	Usp30	"XM_017320581.2,XM_011248156.3,XM_011248157.3,NM_001033202.3"	GRCm38.p6	chr5:114105750-114105784	False		0	100756
33560	Zmynd8_01	Zmynd8	Zmynd8	"XM_030250733.1,XM_011239501.1,XM_017317924.1,XM_030250723.1,XM_030250706.1,XM_006499421.4,XM_017317954.2,NM_001252585.1,XM_011239503.1,XM_011239502.1,XM_011239507.1,XM_030250678.1,XM_006499390.3,XM_030250708.1,XM_006499391.3,XM_030250710.1,XM_006499403.2,XM_011239505.1,XM_030250690.1,XM_006499414.4,XM_011239504.1,XM_006499378.3,XM_011239509.2,XM_011239510.3,XM_011239508.2,NM_001252584.2,XM_006499397.1,XM_030250700.1,XM_030250697.1,NM_001363021.1,NM_001363018.1,NM_001363019.1,XM_017317920.1,XM_006499408.4,NM_001252587.2,NM_027230.5,XM_030250717.1,XM_030250676.1,XM_011239512.3,NM_001291158.1,NM_001363020.1,XM_006499387.2,XM_017317941.1,XM_006499382.4,XM_030250694.1,XM_030250698.1,XM_006499384.3,XM_017317943.2,XM_006499419.2,XM_006499418.4,XM_030250685.1,NM_001281926.1"	GRCm38.p6	chr2:165833372-165833407	False		0	228880
27472	Prmt7_01	Prmt7	Prmt7	"XM_006530828.4,NM_145404.1"	GRCm38.p6	chr8:106242169-106242206	False		0	214572
31987	Tspan31_01	Tspan31	Tspan31	"NM_025982.4,XM_030245229.1,XM_030245230.1"	GRCm38.p6	chr10:127068542-127068577	False		0	67125
29332	Shprh_01	Shprh	Shprh	"XM_006512740.4,NM_001077707.1,NM_001284354.1,NM_172937.3,XR_380065.4,XR_871438.3"	GRCm38.p6	chr10:11151852-11151887	False		0	268281
32102	Tubb4b_01	Tubb4b	Tubb4b	NM_146116.2	GRCm38.p6	chr2:25223947-25223981	False		0	227613
27268	Ppp1r12c_01	Ppp1r12c	Ppp1r12c	"NM_029834.3,XM_011250502.3,XR_391056.4,XR_881691.3,XM_006539767.4"	GRCm38.p6	chr7:4486387-4486421	False		0	232807
24055	Mrps17_01	Mrps17	Mrps17	"NR_151584.1,NM_001356955.1,NM_001356954.1,NM_001356956.1,NM_001356959.1,NM_001356957.1,NM_001356958.1,NM_025450.5,XM_030254752.1,XM_030254753.1"	GRCm38.p6	chr5:129717926-129717963	False		0	66258
21546	Hnrnpul2_01	Hnrnpul2	Hnrnpul2	"NM_001081196.1,XR_003952813.1"	GRCm38.p6	chr19:8822890-8822925	False		0	68693
24552	Ndufs6_01	Ndufs6	Ndufs6	"NR_033306.1,NM_010888.2"	GRCm38.p6	chr13:73327418-73327467	False		0	407785
15288	Art3_01	Art3	Art3	"XM_006534716.4,XM_030254051.1,XM_030254050.1,XM_030254048.1,XM_030254049.1,XM_006534710.1,XM_006534714.4,XM_030254053.1,XM_011249389.3,XM_030254052.1,XM_006534713.4,XM_006534718.4,XM_006534720.4,XM_030254054.1,XM_006534721.4,XM_006534719.4,XM_006534706.3,XM_006534707.3,NM_001310665.1,NM_001310664.1,NM_001370591.1,XM_006534711.4,NM_181728.3,XM_006534709.4,XM_006534708.3,XM_006534712.3"	GRCm38.p6	chr5:92392481-92392520	False		0	109979
23553	Mcrip2_01	Mcrip2	Mcrip2	"XM_006524838.3,XM_006524839.4,NM_026633.3,XM_006524837.4"	GRCm38.p6	chr17:25864604-25864638	False		0	68241
17000	Chst2_01	Chst2	Chst2	NM_018763.2	GRCm38.p6	chr9:95405307-95405342	False		0	54371
22184	Itgb8_01	Itgb8	Itgb8	NM_177290.3	GRCm38.p6	chr12:119192094-119192133	False		0	320910
33157	Zcwpw1_01	Zcwpw1	Zcwpw1	"NM_001360023.1,XM_006504585.3,NM_001005426.2,XM_030254625.1"	GRCm38.p6	chr5:137797934-137797969	False		0	381678
9528	Egfl7_01	Egfl7	Egfl7	"NM_178444.5,NM_001164564.2,NM_198724.3,NM_198725.3"	GRCm38.p6	chr2:26589092-26589127	False		0	353156
14427	Actn4_01	Actn4	Actn4	"XM_006540255.4,NM_021895.3,NM_001360550.1,XM_006540257.3,NM_001360549.1,NM_001360548.1"	GRCm38.p6	chr7:28919005-28919042	False		0	60595
30532	Sufu_01	Sufu	Sufu	"NM_001025391.2,NM_015752.3"	GRCm38.p6	chr19:46425004-46425039	False		0	24069
15482	Atp7a_01	Atp7a	Atp7a	"XM_030251205.1,XM_030251206.1,NM_009726.5,NM_001109757.2"	GRCm38.p6	chrX:106085234-106085281	False		0	11977
18345	Dnajb2_01	Dnajb2	Dnajb2	"NM_001159883.1,NM_020266.2,NM_001159884.1,NM_178055.4,NM_001159885.1,XM_006496511.1,XR_001785224.2"	GRCm38.p6	chr1:75236887-75236921	False		0	56812
27636	Psmb1_01	Psmb1	Psmb1	NM_011185.3	GRCm38.p6	chr17:15477362-15477401	False		0	19170
27248	Ppm1b_01	Ppm1b	Ppm1b	"XM_006523861.4,NM_001159497.1,XM_030249592.1,XM_006523862.4,NM_001159498.2,XM_030249593.1,XM_011246322.3,XM_030249594.1,XM_006523860.4,NM_011151.2,XM_011246321.3,NM_001159496.1"	GRCm38.p6	chr17:84993868-84993903	False		0	19043
17739	Cx3cl1_01	Cx3cl1	Cx3cl1	NM_009142.3	GRCm38.p6	chr8:94778052-94778087	False		0	20312
15421	Atp1a1_01	Atp1a1	Atp1a1	NM_144900.2	GRCm38.p6	chr3:101591356-101591391	False		0	11928
23442	Mapre3_01	Mapre3	Mapre3	"XM_030254024.1,XM_017320579.2,NM_001310516.1,NM_133350.2,XM_030254022.1,XR_376791.4,XM_030254023.1,XR_003955568.1"	GRCm38.p6	chr5:30861839-30861874	False		0	100732
24867	Nppa_01	Nppa	Nppa	NM_008725.3	GRCm38.p6	chr4:148001122-148001156	False		0	230899
26215	Oxct1_01	Oxct1	Oxct1	NM_024188.6	GRCm38.p6	chr15:4057672-4057717	False		0	67041
15599	Babam1_01	Babam1	Babam1	"XM_011242323.2,NM_026636.2,XM_017312948.2,XM_017312947.2"	GRCm38.p6	chr8:71398393-71398434	False		0	68251
28268	Rgs10_01	Rgs10	Rgs10	"XM_006508139.3,NM_026418.2,XM_030242942.1,XM_017312270.2"	GRCm38.p6	chr7:128403177-128403226	False		0	67865
15363	Atad1_01	Atad1	Atad1	"XM_006527313.3,XM_030251061.1,NM_026487.3"	GRCm38.p6	chr19:32695851-32695892	False		0	67979
27422	Prkcd_01	Prkcd	Prkcd	"XM_006518698.4,XM_006518697.4,XM_030247686.1,NM_001310682.1,XM_017315918.2,XM_030247687.1,XM_006518695.2,NM_011103.3"	GRCm38.p6	chr14:30605843-30605878	False		0	18753
31981	Tspan14_01	Tspan14	Tspan14	"NM_001316748.1,XM_006519261.2,XM_017316081.2,NM_145928.2"	GRCm38.p6	chr14:40915443-40915492	False		0	52588
13973	2900026A02Rik_01	2900026A02Rik	2900026A02Rik	"NM_001375886.1,NM_001347397.1,XM_017320881.2,NM_172884.3,XM_006534936.3,XM_030254503.1"	GRCm38.p6	chr5:113097746-113097781	False		0	243219
27259	Ppme1_01	Ppme1	Ppme1	NM_028292.2	GRCm38.p6	chr7:100355294-100355337	False		0	72590
22789	Lamtor2_01	Lamtor2	Lamtor2	"NR_155543.1,NR_155541.1,NM_031248.4,NM_001362368.1,NR_155542.1"	GRCm38.p6	chr3:88552813-88552847	False		0	83409
17578	Cs_01	Cs	Cs	"XM_030244861.1,NM_026444.4"	GRCm38.p6	chr10:128358417-128358451	False		0	12974
26471	Pcdhgc5_01	Pcdhgc5	Pcdhgc5	NM_033583.3	GRCm38.p6	chr18:37819898-37819941	False		0	93708
32516	Vezf1_01	Vezf1	Vezf1	"XM_030245928.1,XM_030245927.1,XM_011248969.2,XM_011248968.3,NM_016686.4,XM_030245929.1"	GRCm38.p6	chr11:88073630-88073671	False		0	22344
24490	Ncor2_01	Ncor2	Ncor2	"XM_030254298.1,XR_003955605.1,XM_030254272.1,XM_011240834.2,XM_030254284.1,XM_030254303.1,XM_011240833.2,XM_030254288.1,XM_030254289.1,XM_030254273.1,XM_030254302.1,NM_001253904.1,NM_001253905.1,XR_003955604.1,XM_030254271.1,XM_011240820.2,XM_030254279.1,XM_011240821.3,XM_030254275.1,XM_030254274.1,XM_006504283.3,XM_030254270.1,XM_006504282.3,XM_030254295.1,XM_017320757.2,XM_030254277.1,XM_017320755.2,XM_030254301.1,XM_030254300.1,XM_030254297.1,XM_030254291.1,XM_030254296.1,XM_011240828.3,XM_030254278.1,NM_011424.3,XM_030254269.1,XM_030254290.1,XM_030254276.1,XM_030254292.1,XM_030254280.1,XM_030254281.1,XM_011240825.2,XM_030254304.1,XR_003955607.1,XR_003955606.1,XM_030254294.1,XM_030254285.1,XM_030254283.1,XM_030254286.1,XM_030254287.1,XM_011240831.3"	GRCm38.p6	chr5:125091678-125091715	False		0	20602
28265	Rgp1_01	Rgp1	Rgp1	"NM_172866.3,XM_006537909.4"	GRCm38.p6	chr4:43580334-43580371	False		0	242406
15433	Atp2b1_01	Atp2b1	Atp2b1	"NM_001359508.1,NM_001359507.1,NM_001359506.1,XM_011243548.3,XM_011243549.3,XM_030245244.1,NM_001359509.1,NM_026482.2"	GRCm38.p6	chr10:98968924-98968959	False		0	67972
21484	Hk1_01	Hk1	Hk1	"XM_006513245.3,NM_001146100.1,XM_006513244.3,XM_006513247.1,XM_006513243.4,XM_030244904.1,XM_006513246.4,XM_006513242.2,NM_010438.3"	GRCm38.p6	chr10:62295744-62295779	False		0	15275
26950	Plcg1_01	Plcg1	Plcg1	NM_021280.3	GRCm38.p6	chr2:160747850-160747897	False		0	18803
19214	Fam122b_01	Fam122b	Fam122b	"XM_011251023.3,XM_006541556.4,XM_006541558.4,NM_001166583.1,NM_030167.4,NM_001166365.2,XM_006541557.4,XM_030251521.1"	GRCm38.p6	chrX:53260696-53260730	False		0	78755
26715	Phb_01	Phb	Phb	NM_008831.4	GRCm38.p6	chr11:95671481-95671521	False		0	18673
23366	Manf_01	Manf	Manf	NM_029103.4	GRCm38.p6	chr9:106890250-106890284	False		0	74840
20827	Gng12_01	Gng12	Gng12	"NM_025278.5,NM_001177560.1,XM_006505542.4,NM_001177556.1,NM_001177558.1,NM_001177557.1,NM_001177559.1"	GRCm38.p6	chr6:67017524-67017558	False		0	14701
23492	Mbd2_01	Mbd2	Mbd2	"NM_010773.2,XR_001782347.2,NM_001311071.1,XM_006525711.4"	GRCm38.p6	chr18:70568931-70568965	False		0	17191
31515	Tmem65_01	Tmem65	Tmem65	"XM_006521504.4,XM_011245759.3,NM_175212.4"	GRCm38.p6	chr15:58823005-58823039	False		0	74868
31339	Tmem132b_01	Tmem132b	Tmem132b	NM_001190352.1	GRCm38.p6	chr5:125622739-125622774	False		0	208151
32191	Ubb_01	Ubb	"Ubb,Ubb-ps"	"NM_001313984.1,NR_002875.3,NM_011664.4"	GRCm38.p6	"chr14:46084429-46084463,chr11:62552677-62552711,chr11:62552449-62552483,chr11:62552905-62552939,chr14:46084657-46084691,chr11:62552221-62552255"	False		0	22187
9340	Creb1_01	Creb1	Creb1	"XM_006495651.4,XM_011238425.2,XM_011238424.3,NM_133828.2,XM_006495654.4,NM_001037726.1,XM_006495655.4,XM_006495650.4,NM_009952.2,XM_006495653.4,XM_017314099.2,XM_017314080.2,XM_030245776.1,XM_006495652.4"	GRCm38.p6	chr1:64576191-64576225	False		0	12912
18545	Dusp15_01	Dusp15	Dusp15	"NM_145744.2,XR_866279.3,XM_006499542.4,NM_001159376.1,XM_011239559.3,XR_003952999.1,XR_374474.4,XR_866278.3,XR_866281.3,XM_011239560.3"	GRCm38.p6	chr2:152949075-152949109	False		0	252864
30502	Stx12_01	Stx12	Stx12	NM_133887.4	GRCm38.p6	chr4:132884266-132884303	False		0	100226
22630	Kmt2c_01	Kmt2c	Kmt2c	"XM_006535692.4,XM_017320819.2,XM_030254375.1,XM_006535685.4,XM_006535693.4,XM_006535688.4,XM_006535694.4,XM_006535689.4,XM_006535683.4,XM_017320826.2,XR_001784670.2,XM_006535682.4,XM_017320825.2,XM_017320821.2,XM_017320824.2,XM_017320820.2,XM_006535703.3,XM_006535697.4,XM_006535696.4,XM_017320823.2,XM_006535700.4,XM_017320822.2,XM_006535698.4,XM_006535686.4,XM_006535701.4,XM_006535699.4,XM_006535690.4,XR_003955625.1,NM_001081383.2,XM_011249766.3"	GRCm38.p6	chr5:25414885-25414924	False		0	231051
27467	Prmt1_01	Prmt1	Prmt1	"NM_019830.3,NR_045521.1,NM_001252477.1,XM_030242158.1,NM_001252476.1,XM_030242157.1"	GRCm38.p6	chr7:44978142-44978181	False		0	15469
21280	H3f4_01	H3f4	H3f4	NM_001318003.2	GRCm38.p6	chr11:58961990-58962028	False		0	382523
14196	AA467197_01	AA467197	AA467197	NM_001004174.2	GRCm38.p6	chr2:122639216-122639253	False		0	433470
32469	Uvrag_01	Uvrag	Uvrag	"XM_006508349.3,NM_178635.3,XM_030243116.1"	GRCm38.p6	chr7:99099434-99099473	False		0	78610
17666	Ctla2b_01	Ctla2b	Ctla2b	"NM_007797.1,NM_001145801.1,XR_382421.3,XM_011244472.1"	GRCm38.p6	chr13:60896086-60896120	False		0	13025
27132	Polh_01	Polh	Polh	"NM_030715.4,NM_001364947.1"	GRCm38.p6	chr17:46198706-46198743	False		0	80905
17201	Cmpk1_01	Cmpk1	Cmpk1	NM_025647.3	GRCm38.p6	chr4:114987007-114987055	False		0	66588
16817	Cept1_01	Cept1	Cept1	"XR_001783787.2,NM_001293694.1,XR_001783786.2,NM_001357818.1,XM_006502471.4,XR_375610.3,XM_011240336.2,XR_003954431.1,NM_133869.4,NM_001357819.1"	GRCm38.p6	chr3:106539486-106539521	False		0	99712
22449	Khdc4_01	Khdc4	Khdc4	"XR_003954406.1,XM_017319752.2,NR_151825.1,NM_028814.4,XR_003954405.1,NR_151827.1,XR_375591.2,NR_151826.1"	GRCm38.p6	chr3:88693472-88693507	False		0	74200
21854	Igfbp2_01	Igfbp2	Igfbp2	"XM_030250357.1,NM_008342.3,NM_001310659.1"	GRCm38.p6	chr1:72849666-72849700	False		0	16008
33902	Mycbp2_01	Mycbp2	Mycbp2	"XM_017315778.2,XM_011244908.3,XM_017315786.2,XM_011244893.3,XM_017315794.2,XM_011244905.3,XM_017315788.2,XM_011244904.3,XM_017315789.2,XM_017315793.2,XM_011244907.3,XM_017315787.2,XM_017315792.2,XM_011244906.3,XM_017315791.2,XM_017315790.2,XM_011244901.3,XM_011244900.3,XM_030247598.1,NM_207215.2,XM_030247600.1,XM_030247601.1,XM_011244894.3,XM_017315785.2,XM_017315784.2,XM_011244899.3,XM_017315780.2,XM_011244895.3,XM_011244898.3,XM_011244897.3,XM_017315777.2,XM_011244903.3,XM_011244896.3,XM_011244902.3,XM_017315782.2,XM_006518392.3,XM_017315783.2,XM_030247597.1,XM_030247599.1,XM_017315779.2"	GRCm38.p6	chr14:103155900-103155934	False		0	105689
23207	Ltbp4_01	Ltbp4	Ltbp4	"NM_001113549.1,XM_006539457.4,XM_030241972.1,XM_006539458.3,NM_175641.2,NM_001310678.1"	GRCm38.p6	chr7:27328258-27328299	False		0	108075
30655	Sys1_01	Sys1	Sys1	"XR_003953683.1,XR_866332.2,XR_374503.3,NM_025575.3,XR_374501.3,XM_011239732.3,XM_011239733.2"	GRCm38.p6	chr2:164461414-164461451	False		0	66460
32446	Usp7_01	Usp7	Usp7	"XM_030249116.1,XM_006522141.3,XM_006522139.3,XM_006522138.3,NM_001003918.2"	GRCm38.p6	chr16:8710093-8710128	False		0	252870
19525	Fech_01	Fech	Fech	"XR_385974.4,NM_001348055.1,NM_007998.7"	GRCm38.p6	chr18:64475130-64475165	False		0	14151
27701	Pten_01	Pten	Pten	"NM_008960.2,XM_006526769.2"	GRCm38.p6	chr19:32811760-32811795	False		0	19211
23743	Mib1_01	Mib1	Mib1	"NM_001364997.1,XM_006525811.4,NM_144860.3"	GRCm38.p6	chr18:10743299-10743334	False		0	225164
19320	Fam241a_01	Fam241a	Fam241a	NM_027482.3	GRCm38.p6	chr3:127870902-127870946	False		0	70617
17784	Cyfip2_01	Cyfip2	Cyfip2	"XM_006534463.3,XM_006534462.4,NM_133769.3,NM_001252460.1,XM_006534461.4,NM_001252459.1"	GRCm38.p6	chr11:46289674-46289715	False		0	76884
26727	Phf13_01	Phf13	Phf13	"XM_011250239.2,NM_172705.2"	GRCm38.p6	chr4:151991685-151991720	False		0	230936
32946	Wnt2b_01	Wnt2b	Wnt2b	NM_009520.3	GRCm38.p6	chr3:104947103-104947140	False		0	22414
27915	Rab5b_01	Rab5b	Rab5b	"XM_006513384.4,NM_177411.4"	GRCm38.p6	chr10:128682907-128682942	False		0	19344
28942	Scn2b_01	Scn2b	Scn2b	"XM_006510629.4,NM_001014761.2"	GRCm38.p6	chr9:45125025-45125062	False		0	72821
32849	Wdr3_01	Wdr3	Wdr3	"NM_175552.5,NM_001355657.1"	GRCm38.p6	chr3:100161072-100161113	False		0	269470
24658	Nfyb_01	Nfyb	Nfyb	"XM_011243381.3,XM_011243380.3,NM_010914.2,XM_011243379.3"	GRCm38.p6	chr10:82756709-82756746	False		0	18045
30336	Ssbp1_01	Ssbp1	Ssbp1	"NM_028358.2,NM_212468.3,NM_001364578.1,XM_017321664.2,XM_006506329.3,NM_001286663.1"	GRCm38.p6	chr6:40476368-40476411	False		0	381760
31542	Tmem97_01	Tmem97	Tmem97	NM_133706.2	GRCm38.p6	chr11:78543588-78543625	False		0	69071
22646	Kpna3_01	Kpna3	Kpna3	NM_008466.5	GRCm38.p6	chr14:61391409-61391448	False		0	16648
28372	Ripk2_01	Ripk2	Ripk2	"XM_006537679.4,XM_006537678.3,NM_138952.4,XM_030253323.1,NR_138102.1,XM_006537677.4,NM_001329751.1"	GRCm38.p6	chr4:16138104-16138139	False		0	192656
15910	Bst2_01	Bst2	Bst2	NM_198095.3	GRCm38.p6	chr8:71537388-71537424	False		0	69550
29932	Smtn_01	Smtn	Smtn	"XM_030246063.1,NM_001284429.1,XM_030246062.1,NM_001284427.1,NM_001284428.1,XM_030246064.1,XM_030246065.1,XM_006514724.3,NM_001159284.1,XM_017314586.2,NM_013870.3"	GRCm38.p6	chr11:3521826-3521863	False		0	29856
29197	Sez6l_01	Sez6l	Sez6l	"NM_001253917.1,XM_006535154.4,NM_001253916.1,XM_006535155.4,NM_019982.3,XM_006535156.4,XM_030254721.1,XM_006535157.4,XM_006535158.4"	GRCm38.p6	chr5:112473437-112473472	False		0	56747
19739	Foxo1_01	Foxo1	Foxo1	NM_019739.3	GRCm38.p6	chr3:52345302-52345337	False		0	56458
19597	Fhl2_01	Fhl2	Fhl2	"NM_001289533.1,NM_010212.4,XM_011238434.3"	GRCm38.p6	chr1:43153192-43153227	False		0	14200
21876	Igsf8_01	Igsf8	Igsf8	NM_080419.2	GRCm38.p6	chr1:172316262-172316297	False		0	140559
16649	Cdh5_01	Cdh5	Cdh5	"XM_006530630.1,NM_009868.4"	GRCm38.p6	chr8:104125569-104125604	False		0	12562
29022	Sec23b_01	Sec23b	Sec23b	"NM_001355379.1,XM_030251678.1,NM_001281816.1,NM_001252544.1,NM_001252543.1,NM_001355380.1,NM_019787.4,NM_001252545.1"	GRCm38.p6	chr2:144569154-144569189	False		0	27054
31397	Tmem189_01	Tmem189	"Tmem189,Gm6194"	"NM_145538.2,NR_033512.1"	GRCm38.p6	"chr2:167644928-167644966,chr3:8462511-8462549"	False		0	407243
29285	Sh3glb2_01	Sh3glb2	Sh3glb2	"XM_030249878.1,XM_006497938.2,XM_011239078.2,XM_006497939.2,XM_006497941.4,XR_003952146.1,XM_006497937.2,NM_139302.2,NM_001362888.1,XM_011239077.2,XM_006497942.4,XM_030249882.1,NR_156413.1,XM_030249870.1,NM_001289709.1,NM_001289710.1,NM_001346806.2,XM_030249884.1"	GRCm38.p6	chr2:30355344-30355378	False		0	227700
14919	Ankrd17_01	Ankrd17	Ankrd17	"NM_030886.2,NM_198010.2,XM_006535288.4,XM_006535289.4,XM_006535287.4,XM_006535290.4,XM_006535291.3,XM_030254925.1,XM_011249595.3"	GRCm38.p6	chr5:90300051-90300100	False		0	81702
26397	Pcbd1_01	Pcbd1	Pcbd1	NM_025273.4	GRCm38.p6	chr10:61092641-61092678	False		0	13180
21762	Id3_01	Id3	"LOC101056300,Id3,LOC101056296"	"NM_008321.2,XM_011243980.1,XM_011251333.1"	GRCm38.p6	chr4:136144095-136144131	False		0	15903
15276	Arrdc3_01	Arrdc3	Arrdc3	"NM_001042591.1,XM_030247082.1,NR_153410.1,NR_153411.1,XM_006517017.4,XM_030247081.1"	GRCm38.p6	chr13:80890651-80890694	False		0	105171
15808	Bmp2k_01	Bmp2k	Bmp2k	"XM_006534788.4,XM_006534789.4,NM_080708.1"	GRCm38.p6	chr5:97036928-97036963	False		0	140780
23373	Map1a_01	Map1a	Map1a	"XM_006498872.4,NM_032393.2,NM_001173506.1"	GRCm38.p6	chr2:121300032-121300067	False		0	17754
17257	Cnppd1_01	Cnppd1	Cnppd1	"NM_001356264.1,XM_006496542.3,NM_026977.3,XM_006496541.3"	GRCm38.p6	chr1:75140947-75140982	False		0	69171
18858	Emc3_01	Emc3	Emc3	NM_175101.3	GRCm38.p6	chr6:113519934-113519973	False		0	66087
17565	Crybg3_01	Crybg3	Crybg3	NM_174848.4	GRCm38.p6	chr16:59565485-59565528	False		0	224273
26199	Otud5_01	Otud5	Otud5	"XM_006527666.4,XM_006527665.4,NM_138604.3,XM_030251397.1,XM_017318564.2,NM_001290536.1,XM_030251398.1,NM_001290537.1"	GRCm38.p6	chrX:7867532-7867571	False		0	54644
31082	Tfip11_01	Tfip11	Tfip11	NM_018783.4	GRCm38.p6	chr5:112333246-112333287	False		0	54723
19413	Fbl_01	Fbl	Fbl	"XM_030242131.1,NM_007991.3"	GRCm38.p6	chr7:28177239-28177274	False		0	14113
14829	Alx4_01	Alx4	Alx4	"XR_374395.2,NM_007442.3"	GRCm38.p6	chr2:93668490-93668524	False		0	11695
29429	Slc12a2_01	Slc12a2	Slc12a2	"XR_001782352.1,XR_001782351.1,NM_009194.3,XM_006525732.3"	GRCm38.p6	chr18:57899276-57899311	False		0	20496
